UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
233116, 3,"R",4030,"R",586,"R",1893,"R",1551
233116,11,"R",3001,"R",335,"R",280,"R",2386
233277, 1,"R",14711,"R",5555,"R",5324,"R",3832
233277, 2,"R",8449,"R",312,"R",4644,"R",3493
233277, 3,"R",8330,"R",269,"R",4634,"R",3427
233277,11,"R",119,"R",43,"R",10,"R",66
233277,12,"R",6262,"R",5243,"R",680,"R",339
233286, 1,"R",203,"A",,"A",,"R",203
233286, 2,"R",203,"A",,"A",,"R",203
233286, 3,"C",203,"A",,"A",,"C",203
233295, 1,"R",1580,"A",,"A",,"R",1580
233295, 2,"R",1580,"A",,"A",,"R",1580
233295, 3,"R",1551,"A",,"A",,"R",1551
233295,11,"R",29,"A",,"A",,"R",29
233301, 1,"R",698,"R",46,"R",0,"R",652
233301, 2,"R",639,"R",46,"R",0,"R",593
233301, 3,"R",565,"R",0,"R",0,"R",565
233301,11,"R",74,"R",46,"R",0,"R",28
233301,12,"R",59,"R",0,"R",0,"R",59
233310, 1,"R",3780,"R",875,"R",1374,"R",1531
233310, 2,"R",3780,"R",875,"R",1374,"R",1531
233310, 3,"R",1890,"R",622,"R",1200,"R",68
233310,11,"R",1890,"R",253,"R",174,"R",1463
233329, 1,"R",564,"R",0,"R",318,"R",246
233329, 2,"R",564,"R",0,"R",318,"R",246
233329, 3,"R",564,"R",0,"R",318,"R",246
233338, 1,"R",2662,"R",129,"R",566,"R",1967
233338, 2,"R",2662,"R",129,"R",566,"R",1967
233338, 3,"R",978,"R",74,"R",507,"R",397
233338,11,"R",1684,"R",55,"R",59,"R",1570
233356, 1,"R",551,"R",121,"R",384,"R",46
233356, 2,"R",551,"R",121,"R",384,"R",46
233356, 3,"R",551,"R",121,"R",384,"R",46
233374, 1,"R",4534,"R",71,"R",348,"R",4115
233374, 2,"R",3672,"R",31,"R",317,"R",3324
233374, 3,"R",3527,"R",24,"R",313,"R",3190
233374,11,"R",145,"R",7,"R",4,"R",134
233374,12,"R",862,"R",40,"R",31,"R",791
233408, 1,"R",371,"R",0,"R",371,"R",0
233408, 2,"R",371,"R",0,"R",371,"R",0
233408, 3,"R",371,"R",0,"R",371,"R",0
233426, 1,"R",2099,"R",12,"R",1105,"R",982
233426, 2,"R",2099,"R",12,"R",1105,"R",982
233426, 3,"R",2038,"R",9,"R",1099,"R",930
233426,11,"R",61,"R",3,"R",6,"R",52
233480, 1,"R",31,"A",,"A",,"R",31
233480, 2,"R",31,"A",,"A",,"R",31
233480, 3,"C",31,"A",,"A",,"C",31
233541, 1,"R",4981,"R",679,"R",1546,"R",2756
233541, 2,"R",2665,"R",106,"R",777,"R",1782
233541, 3,"R",2060,"R",9,"R",773,"R",1278
233541,11,"R",605,"R",97,"R",4,"R",504
233541,12,"R",2316,"R",573,"R",769,"R",974
233602, 1,"R",63,"R",1,"R",35,"R",27
233602, 2,"R",63,"R",1,"R",35,"R",27
233602, 3,"R",60,"R",1,"R",34,"R",25
233602,11,"R",3,"R",0,"R",1,"R",2
233611, 1,"R",1151,"A",,"A",,"R",1151
233611, 2,"R",1151,"A",,"A",,"R",1151
233611, 3,"R",1151,"A",,"A",,"R",1151
233639, 1,"R",4340,"R",708,"R",1342,"R",2290
233639, 2,"R",4340,"R",708,"R",1342,"R",2290
233639, 3,"R",2329,"R",514,"R",1201,"R",614
233639,11,"R",2011,"R",194,"R",141,"R",1676
233648, 1,"R",3026,"R",766,"R",1481,"R",779
233648, 2,"R",3026,"R",766,"R",1481,"R",779
233648, 3,"R",2147,"R",585,"R",1244,"R",318
233648,11,"R",879,"R",181,"R",237,"R",461
233666, 1,"R",32,"A",,"A",,"R",32
233666, 2,"R",32,"A",,"A",,"R",32
233666, 3,"C",32,"A",,"A",,"C",32
233684, 1,"R",8195,"R",6540,"R",1363,"R",292
233684, 2,"R",6399,"R",5196,"R",1031,"R",172
233684, 3,"R",6354,"R",5154,"R",1030,"R",170
233684,11,"R",45,"R",42,"R",1,"R",2
233684,12,"R",1796,"R",1344,"R",332,"R",120
233718, 1,"R",387,"A",,"A",,"R",387
233718, 2,"R",384,"A",,"A",,"R",384
233718, 3,"R",351,"A",,"A",,"R",351
233718,11,"R",33,"A",,"A",,"R",33
233718,12,"R",3,"A",,"A",,"R",3
233754, 1,"R",10892,"R",2682,"R",3707,"R",4503
233754, 2,"R",10892,"R",2682,"R",3707,"R",4503
233754, 3,"R",7686,"R",1656,"R",3457,"R",2573
233754,11,"R",3206,"R",1026,"R",250,"R",1930
233772, 1,"R",27718,"R",5797,"R",9915,"R",12006
233772, 2,"R",27718,"R",5797,"R",9915,"R",12006
233772, 3,"R",21941,"R",4280,"R",9327,"R",8334
233772,11,"R",5777,"R",1517,"R",588,"R",3672
233842, 1,"R",184,"R",0,"R",10,"R",174
233842,12,"R",184,"R",0,"R",10,"R",174
233897, 1,"R",3174,"R",1919,"R",639,"R",616
233897, 2,"R",3174,"R",1919,"R",639,"R",616
233897, 3,"R",1209,"R",21,"R",614,"R",574
233897,11,"R",1965,"R",1898,"R",25,"R",42
233903, 1,"R",2892,"R",465,"R",1518,"R",909
233903, 2,"R",2892,"R",465,"R",1518,"R",909
233903, 3,"R",1862,"R",271,"R",1098,"R",493
233903,11,"R",1030,"R",194,"R",420,"R",416
233921, 1,"R",38350,"R",1597,"R",20060,"R",16693
233921, 2,"R",30324,"R",285,"R",18582,"R",11457
233921, 3,"R",30144,"R",251,"R",18559,"R",11334
233921,11,"R",180,"R",34,"R",23,"R",123
233921,12,"R",8026,"R",1312,"R",1478,"R",5236
233949, 1,"R",8535,"R",1574,"R",2571,"R",4390
233949, 2,"R",8535,"R",1574,"R",2571,"R",4390
233949, 3,"R",4989,"R",686,"R",2424,"R",1879
233949,11,"R",3546,"R",888,"R",147,"R",2511
234030, 1,"R",32628,"R",1210,"R",15344,"R",16074
234030, 2,"R",24766,"R",427,"R",13620,"R",10719
234030, 3,"R",23377,"R",352,"R",13532,"R",9493
234030,11,"R",1389,"R",75,"R",88,"R",1226
234030,12,"R",7862,"R",783,"R",1724,"R",5355
234076, 1,"C",29237,"C",2126,"C",3391,"C",23720
234076, 2,"C",19253,"C",521,"C",2363,"C",16369
234076, 3,"C",17825,"C",382,"C",2342,"C",15101
234076,11,"R",1428,"R",139,"R",21,"R",1268
234076,12,"R",9984,"R",1605,"R",1028,"R",7351
234085, 1,"R",1740,"A",,"A",,"R",1740
234085, 2,"R",1740,"A",,"A",,"R",1740
234085, 3,"R",1740,"A",,"A",,"R",1740
234119, 1,"R",67,"A",,"A",,"R",67
234119, 2,"R",67,"A",,"A",,"R",67
234119, 3,"C",67,"A",,"A",,"C",67
234137, 1,"R",329,"R",86,"R",26,"R",217
234137, 2,"R",257,"R",57,"R",23,"R",177
234137, 3,"R",257,"R",57,"R",23,"R",177
234137,12,"R",72,"R",29,"R",3,"R",40
234155, 1,"R",4708,"R",3,"R",822,"R",3883
234155, 2,"R",4320,"R",3,"R",759,"R",3558
234155, 3,"R",4294,"R",3,"R",759,"R",3532
234155,11,"R",26,"A",,"A",,"R",26
234155,12,"R",388,"Z",0,"R",63,"R",325
234164, 1,"R",1735,"R",0,"R",361,"R",1374
234164, 2,"R",1376,"R",0,"R",347,"R",1029
234164, 3,"R",1315,"R",0,"R",320,"R",995
234164,11,"R",61,"Z",0,"R",27,"R",34
234164,12,"R",359,"R",0,"R",14,"R",345
234173, 1,"R",1673,"R",247,"R",185,"R",1241
234173, 2,"R",1545,"R",125,"R",185,"R",1235
234173, 3,"R",1408,"R",123,"R",184,"R",1101
234173,11,"R",137,"R",2,"R",1,"R",134
234173,12,"R",128,"R",122,"R",0,"R",6
234207, 1,"R",2269,"A",,"A",,"R",2269
234207, 2,"R",1865,"A",,"A",,"R",1865
234207, 3,"R",1846,"A",,"A",,"R",1846
234207,11,"R",19,"A",,"A",,"R",19
234207,12,"R",404,"A",,"A",,"R",404
234377, 1,"R",3238,"R",701,"R",1500,"R",1037
234377, 2,"R",3238,"R",701,"R",1500,"R",1037
234377, 3,"R",1706,"R",414,"R",1121,"R",171
234377,11,"R",1532,"R",287,"R",379,"R",866
234669, 1,"R",19073,"R",3001,"R",8576,"R",7496
234669, 2,"R",19073,"R",3001,"R",8576,"R",7496
234669, 3,"R",8690,"R",1491,"R",4317,"R",2882
234669,11,"R",10383,"R",1510,"R",4259,"R",4614
234696, 1,"R",3206,"R",369,"R",1681,"R",1156
234696, 2,"R",3206,"R",369,"R",1681,"R",1156
234696, 3,"R",353,"R",56,"R",200,"R",97
234696,11,"R",2853,"R",313,"R",1481,"R",1059
234711, 1,"R",3040,"R",207,"R",1410,"R",1423
234711, 2,"R",3040,"R",207,"R",1410,"R",1423
234711, 3,"R",2060,"R",158,"R",1170,"R",732
234711,11,"R",980,"R",49,"R",240,"R",691
234827, 1,"R",14090,"R",2671,"R",10470,"R",949
234827, 2,"R",13137,"R",2427,"R",10118,"R",592
234827, 3,"R",12713,"R",2286,"R",9975,"R",452
234827,11,"R",424,"R",141,"R",143,"R",140
234827,12,"R",953,"R",244,"R",352,"R",357
234845, 1,"R",4330,"R",346,"R",1468,"R",2516
234845, 2,"R",4330,"R",346,"R",1468,"R",2516
234845, 3,"R",2206,"R",229,"R",1197,"R",780
234845,11,"R",2124,"R",117,"R",271,"R",1736
234915, 1,"R",3017,"R",1684,"R",1080,"R",253
234915, 2,"R",1325,"R",753,"R",402,"R",170
234915, 3,"R",1056,"R",689,"R",367,"R",0
234915,11,"R",269,"R",64,"R",35,"R",170
234915,12,"R",1692,"R",931,"R",678,"R",83
234924, 1,"R",434,"A",,"A",,"R",434
234924, 2,"R",434,"A",,"A",,"R",434
234924, 3,"C",434,"A",,"A",,"C",434
234933, 1,"R",12474,"R",1942,"R",7767,"R",2765
234933, 2,"R",12474,"R",1942,"R",7767,"R",2765
234933, 3,"R",10724,"R",1605,"R",7388,"R",1731
234933,11,"R",1750,"R",337,"R",379,"R",1034
234951, 1,"R",5940,"R",329,"R",1769,"R",3842
234951, 2,"R",5940,"R",329,"R",1769,"R",3842
234951, 3,"R",2914,"R",228,"R",1222,"R",1464
234951,11,"R",3026,"R",101,"R",547,"R",2378
234979, 1,"R",9744,"R",1482,"R",6003,"R",2259
234979, 2,"R",9744,"R",1482,"R",6003,"R",2259
234979, 3,"R",8379,"R",1441,"R",5675,"R",1263
234979,11,"R",1365,"R",41,"R",328,"R",996
235024, 1,"R",614,"R",0,"R",0,"R",614
235024, 2,"R",614,"R",0,"R",0,"R",614
235024, 3,"R",609,"R",0,"R",0,"R",609
235024,11,"R",5,"R",0,"R",0,"R",5
235088, 1,"R",406,"A",,"A",,"R",406
235088, 2,"R",406,"A",,"A",,"R",406
235088, 3,"C",406,"A",,"A",,"C",406
235097, 1,"R",16280,"R",1055,"R",11797,"R",3428
235097, 2,"R",13971,"R",438,"R",10325,"R",3208
235097, 3,"R",10432,"R",148,"R",9437,"R",847
235097,11,"R",3539,"R",290,"R",888,"R",2361
235097,12,"R",2309,"R",617,"R",1472,"R",220
235103, 1,"R",12443,"R",1288,"R",4787,"R",6368
235103, 2,"R",12443,"R",1288,"R",4787,"R",6368
235103, 3,"R",4621,"R",655,"R",2437,"R",1529
235103,11,"R",7822,"R",633,"R",2350,"R",4839
235149, 1,"R",14191,"R",1842,"R",6467,"R",5882
235149, 2,"R",14191,"R",1842,"R",6467,"R",5882
235149, 3,"R",7494,"R",1168,"R",4756,"R",1570
235149,11,"R",6697,"R",674,"R",1711,"R",4312
235158, 1,"R",179,"A",,"A",,"R",179
235158, 2,"R",179,"A",,"A",,"R",179
235158, 3,"C",179,"A",,"A",,"C",179
235167, 1,"R",3439,"A",,"A",,"R",3439
235167, 2,"R",3131,"A",,"A",,"R",3131
235167, 3,"R",3018,"A",,"A",,"R",3018
235167,11,"R",113,"A",,"A",,"R",113
235167,12,"R",308,"A",,"A",,"R",308
235237, 1,"R",13322,"R",2666,"R",7002,"R",3654
235237, 2,"R",13322,"R",2666,"R",7002,"R",3654
235237, 3,"R",10684,"R",2198,"R",6010,"R",2476
235237,11,"R",2638,"R",468,"R",992,"R",1178
235307, 1,"R",202,"A",,"A",,"R",202
235307, 2,"R",202,"A",,"A",,"R",202
235307, 3,"C",202,"A",,"A",,"C",202
235316, 1,"R",8397,"R",1735,"R",389,"R",6273
235316, 2,"R",5413,"R",0,"R",284,"R",5129
235316, 3,"R",5252,"R",0,"R",284,"R",4968
235316,11,"R",161,"R",0,"R",0,"R",161
235316,12,"R",2984,"R",1735,"R",105,"R",1144
235334, 1,"R",2427,"R",337,"R",1199,"R",891
235334, 2,"R",2427,"R",337,"R",1199,"R",891
235334, 3,"R",1601,"R",212,"R",973,"R",416
235334,11,"R",826,"R",125,"R",226,"R",475
235343, 1,"R",11847,"R",1771,"R",7642,"R",2434
235343, 2,"R",11847,"R",1771,"R",7642,"R",2434
235343, 3,"R",7950,"R",1178,"R",5607,"R",1165
235343,11,"R",3897,"R",593,"R",2035,"R",1269
235352, 1,"R",68,"A",,"A",,"R",68
235352, 2,"R",68,"A",,"A",,"R",68
235352, 3,"C",68,"A",,"A",,"C",68
235422, 1,"R",1224,"R",70,"R",84,"R",1070
235422, 2,"R",939,"R",51,"R",53,"R",835
235422, 3,"R",873,"R",11,"R",42,"R",820
235422,11,"R",66,"R",40,"R",11,"R",15
235422,12,"R",285,"R",19,"R",31,"R",235
235431, 1,"R",9396,"R",1236,"R",4554,"R",3606
235431, 2,"R",9396,"R",1236,"R",4554,"R",3606
235431, 3,"R",5805,"R",698,"R",3046,"R",2061
235431,11,"R",3591,"R",538,"R",1508,"R",1545
235501, 1,"R",549,"A",,"A",,"R",549
235501, 2,"R",549,"A",,"A",,"R",549
235501, 3,"C",549,"A",,"A",,"C",549
235547, 1,"R",1121,"Z",0,"R",1121,"R",0
235547, 2,"R",182,"Z",0,"R",182,"R",0
235547, 3,"R",122,"Z",0,"R",122,"R",0
235547,11,"R",60,"Z",0,"R",60,"R",0
235547,12,"R",939,"Z",0,"R",939,"R",0
235583, 1,"R",161,"A",,"A",,"R",161
235583, 2,"R",161,"A",,"A",,"R",161
235583, 3,"C",161,"A",,"A",,"C",161
235671, 1,"R",6937,"R",793,"R",804,"R",5340
235671, 2,"R",6937,"R",793,"R",804,"R",5340
235671, 3,"R",1296,"R",163,"R",364,"R",769
235671,11,"R",5641,"R",630,"R",440,"R",4571
235699, 1,"R",4909,"R",456,"R",2576,"R",1877
235699, 2,"R",4909,"R",456,"R",2576,"R",1877
235699, 3,"R",2199,"R",231,"R",1446,"R",522
235699,11,"R",2710,"R",225,"R",1130,"R",1355
235750, 1,"R",3963,"R",767,"R",2131,"R",1065
235750, 2,"R",3963,"R",767,"R",2131,"R",1065
235750, 3,"R",2473,"R",550,"R",1371,"R",552
235750,11,"R",1490,"R",217,"R",760,"R",513
236018, 1,"R",119,"A",,"A",,"R",119
236018, 2,"R",119,"A",,"A",,"R",119
236018, 3,"C",119,"A",,"A",,"C",119
236072, 1,"R",9222,"R",1303,"R",2836,"R",5083
236072, 2,"R",9222,"R",1303,"R",2836,"R",5083
236072, 3,"R",4364,"R",665,"R",1965,"R",1734
236072,11,"R",4858,"R",638,"R",871,"R",3349
236133, 1,"R",1424,"R",0,"R",331,"R",1093
236133, 2,"R",1028,"R",0,"R",277,"R",751
236133, 3,"R",955,"R",0,"R",269,"R",686
236133,11,"R",73,"R",0,"R",8,"R",65
236133,12,"R",396,"R",0,"R",54,"R",342
236188, 1,"R",9167,"R",798,"R",4336,"R",4033
236188, 2,"R",9167,"R",798,"R",4336,"R",4033
236188, 3,"R",6964,"R",532,"R",3631,"R",2801
236188,11,"R",2203,"R",266,"R",705,"R",1232
236212, 1,"R",1260,"R",0,"R",129,"R",1131
236212, 2,"R",1260,"R",0,"R",129,"R",1131
236212, 3,"R",1260,"R",0,"R",129,"R",1131
236230, 1,"R",3447,"R",0,"R",529,"R",2918
236230, 2,"R",2835,"R",0,"R",470,"R",2365
236230, 3,"R",2745,"R",0,"R",460,"R",2285
236230,11,"R",90,"R",0,"R",10,"R",80
236230,12,"R",612,"R",0,"R",59,"R",553
236258, 1,"R",2804,"R",564,"R",1270,"R",970
236258, 2,"R",2804,"R",564,"R",1270,"R",970
236258, 3,"R",1669,"R",334,"R",1027,"R",308
236258,11,"R",1135,"R",230,"R",243,"R",662
236328, 1,"R",2757,"A",,"A",,"R",2757
236328, 2,"R",2354,"A",,"A",,"R",2354
236328, 3,"R",2351,"A",,"A",,"R",2351
236328,11,"R",3,"A",,"A",,"R",3
236328,12,"R",403,"A",,"A",,"R",403
236382, 1,"R",5869,"R",433,"R",1572,"R",3864
236382, 2,"R",5869,"R",433,"R",1572,"R",3864
236382, 3,"R",1916,"R",207,"R",1048,"R",661
236382,11,"R",3953,"R",226,"R",524,"R",3203
236452, 1,"R",1980,"R",60,"R",466,"R",1454
236452, 2,"R",1644,"R",60,"R",421,"R",1163
236452, 3,"R",1581,"R",44,"R",412,"R",1125
236452,11,"R",63,"R",16,"R",9,"R",38
236452,12,"R",336,"R",0,"R",45,"R",291
236504, 1,"R",9298,"R",1408,"R",2732,"R",5158
236504, 2,"R",9298,"R",1408,"R",2732,"R",5158
236504, 3,"R",2930,"R",512,"R",1633,"R",785
236504,11,"R",6368,"R",896,"R",1099,"R",4373
236513, 1,"R",10915,"R",839,"R",3142,"R",6934
236513, 2,"R",10915,"R",839,"R",3142,"R",6934
236513, 3,"R",4185,"R",331,"R",1508,"R",2346
236513,11,"R",6730,"R",508,"R",1634,"R",4588
236577, 1,"R",3920,"R",175,"R",3279,"R",466
236577, 2,"R",2935,"R",63,"R",2541,"R",331
236577, 3,"R",2898,"R",55,"R",2538,"R",305
236577,11,"R",37,"R",8,"R",3,"R",26
236577,12,"R",985,"R",112,"R",738,"R",135
236595, 1,"R",8023,"R",115,"R",1231,"R",6677
236595, 2,"R",5086,"R",46,"R",817,"R",4223
236595, 3,"R",5060,"R",41,"R",817,"R",4202
236595,11,"R",26,"R",5,"R",0,"R",21
236595,12,"R",2937,"R",69,"R",414,"R",2454
236610, 1,"R",8950,"R",1805,"R",3514,"R",3631
236610, 2,"R",8950,"R",1805,"R",3514,"R",3631
236610, 3,"R",4138,"R",879,"R",1883,"R",1376
236610,11,"R",4812,"R",926,"R",1631,"R",2255
236638, 1,"R",7471,"R",832,"R",2977,"R",3662
236638, 2,"R",7471,"R",832,"R",2977,"R",3662
236638, 3,"R",4852,"R",690,"R",2859,"R",1303
236638,11,"R",2619,"R",142,"R",118,"R",2359
236656, 1,"R",7635,"R",1289,"R",4258,"R",2088
236656, 2,"R",7635,"R",1289,"R",4258,"R",2088
236656, 3,"R",5237,"R",893,"R",3459,"R",885
236656,11,"R",2398,"R",396,"R",799,"R",1203
236692, 1,"R",15599,"R",1875,"R",4833,"R",8891
236692, 2,"R",15599,"R",1875,"R",4833,"R",8891
236692, 3,"R",7315,"R",1480,"R",4477,"R",1358
236692,11,"R",8284,"R",395,"R",356,"R",7533
236708, 1,"R",6870,"R",1705,"R",3978,"R",1187
236708, 2,"R",6870,"R",1705,"R",3978,"R",1187
236708, 3,"R",6461,"R",1540,"R",3911,"R",1010
236708,11,"R",409,"R",165,"R",67,"R",177
236744, 1,"R",77,"A",,"A",,"R",77
236744, 2,"R",77,"A",,"A",,"R",77
236744, 3,"C",77,"A",,"A",,"C",77
236753, 1,"R",9190,"R",911,"R",3978,"R",4301
236753, 2,"R",9190,"R",911,"R",3978,"R",4301
236753, 3,"R",8316,"R",779,"R",3843,"R",3694
236753,11,"R",874,"R",132,"R",135,"R",607
236887, 1,"R",5170,"R",411,"R",1762,"R",2997
236887, 2,"R",5170,"R",411,"R",1762,"R",2997
236887, 3,"R",3023,"R",248,"R",1373,"R",1402
236887,11,"R",2147,"R",163,"R",389,"R",1595
236896, 1,"R",1990,"R",5,"R",1581,"R",404
236896, 2,"R",1708,"R",0,"R",1405,"R",303
236896, 3,"R",1666,"R",0,"R",1405,"R",261
236896,11,"R",42,"R",0,"R",0,"R",42
236896,12,"R",282,"R",5,"R",176,"R",101
236939, 1,"R",35394,"R",5321,"R",8628,"R",21445
236939, 2,"R",28930,"R",3602,"R",8058,"R",17270
236939, 3,"R",28652,"R",3537,"R",8049,"R",17066
236939,11,"R",278,"R",65,"R",9,"R",204
236939,12,"R",6464,"R",1719,"R",570,"R",4175
236948, 1,"R",56554,"R",804,"R",9765,"R",45985
236948, 2,"R",39514,"R",434,"R",7728,"R",31352
236948, 3,"R",32820,"R",237,"R",7613,"R",24970
236948,11,"R",6694,"R",197,"R",115,"R",6382
236948,12,"R",17040,"R",370,"R",2037,"R",14633
236975, 1,"R",4548,"R",338,"R",1875,"R",2335
236975, 2,"R",4548,"R",338,"R",1875,"R",2335
236975, 3,"R",3167,"R",254,"R",1508,"R",1405
236975,11,"R",1381,"R",84,"R",367,"R",930
237011, 1,"R",17883,"R",335,"R",3294,"R",14254
237011, 2,"R",16791,"R",288,"R",3149,"R",13354
237011, 3,"R",16344,"R",231,"R",3136,"R",12977
237011,11,"R",447,"R",57,"R",13,"R",377
237011,12,"R",1092,"R",47,"R",145,"R",900
237039, 1,"R",5851,"R",667,"R",3907,"R",1277
237039, 2,"R",5851,"R",667,"R",3907,"R",1277
237039, 3,"R",3580,"R",374,"R",2607,"R",599
237039,11,"R",2271,"R",293,"R",1300,"R",678
237057, 1,"R",1677,"A",,"A",,"R",1677
237057, 2,"R",1677,"A",,"A",,"R",1677
237057, 3,"R",1621,"A",,"A",,"R",1621
237057,11,"R",56,"A",,"A",,"R",56
237066, 1,"R",3007,"R",90,"R",420,"R",2497
237066, 2,"R",2458,"R",7,"R",150,"R",2301
237066, 3,"R",2437,"R",6,"R",149,"R",2282
237066,11,"R",21,"R",1,"R",1,"R",19
237066,12,"R",549,"R",83,"R",270,"R",196
237109, 1,"R",6384,"R",913,"R",4230,"R",1241
237109, 2,"R",6384,"R",913,"R",4230,"R",1241
237109, 3,"R",4100,"R",528,"R",3026,"R",546
237109,11,"R",2284,"R",385,"R",1204,"R",695
237118, 1,"R",1036,"R",25,"R",578,"R",433
237118, 2,"R",922,"R",16,"R",578,"R",328
237118, 3,"R",891,"R",11,"R",564,"R",316
237118,11,"R",31,"R",5,"R",14,"R",12
237118,12,"R",114,"R",9,"R",0,"R",105
237127, 1,"R",75,"A",,"A",,"R",75
237127, 2,"R",75,"A",,"A",,"R",75
237127, 3,"C",75,"A",,"A",,"C",75
237136, 1,"R",276,"R",22,"R",68,"R",186
237136, 2,"R",256,"R",21,"R",62,"R",173
237136, 3,"R",203,"R",10,"R",62,"R",131
237136,11,"R",53,"R",11,"Z",0,"R",42
237136,12,"R",20,"R",1,"R",6,"R",13
237145, 1,"R",27,"A",,"A",,"R",27
237145, 2,"R",27,"A",,"A",,"R",27
237145, 3,"C",27,"A",,"A",,"C",27
237172, 1,"R",44,"A",,"A",,"R",44
237172, 2,"R",44,"A",,"A",,"R",44
237172, 3,"R",44,"A",,"A",,"R",44
237181, 1,"R",576,"R",0,"R",0,"R",576
237181, 2,"R",554,"R",0,"R",0,"R",554
237181, 3,"R",539,"R",0,"R",0,"R",539
237181,11,"R",15,"R",0,"R",0,"R",15
237181,12,"R",22,"R",0,"R",0,"R",22
237215, 1,"R",1435,"R",253,"R",989,"R",193
237215, 2,"R",1435,"R",253,"R",989,"R",193
237215, 3,"R",1362,"R",224,"R",986,"R",152
237215,11,"R",73,"R",29,"R",3,"R",41
237242, 1,"R",148,"A",,"A",,"R",148
237242, 2,"R",148,"A",,"A",,"R",148
237242, 3,"R",148,"A",,"A",,"R",148
237303, 1,"R",128,"A",,"A",,"R",128
237303, 2,"R",128,"A",,"A",,"R",128
237303, 3,"C",128,"A",,"A",,"C",128
237312, 1,"R",3804,"R",2120,"R",1362,"R",322
237312, 2,"R",2720,"R",1396,"R",1129,"R",195
237312, 3,"R",2687,"R",1386,"R",1127,"R",174
237312,11,"R",33,"R",10,"R",2,"R",21
237312,12,"R",1084,"R",724,"R",233,"R",127
237321, 1,"R",196,"A",,"A",,"R",196
237321, 2,"R",196,"A",,"A",,"R",196
237321, 3,"C",196,"A",,"A",,"C",196
237330, 1,"R",2319,"R",620,"R",1112,"R",587
237330, 2,"R",1771,"R",137,"R",1105,"R",529
237330, 3,"R",1625,"R",128,"R",1058,"R",439
237330,11,"R",146,"R",9,"R",47,"R",90
237330,12,"R",548,"R",483,"R",7,"R",58
237358, 1,"R",876,"R",34,"R",0,"R",842
237358, 2,"R",876,"R",34,"R",0,"R",842
237358, 3,"R",811,"R",34,"R",0,"R",777
237358,11,"R",65,"Z",0,"Z",0,"R",65
237367, 1,"R",4358,"R",739,"R",2477,"R",1142
237367, 2,"R",3997,"R",461,"R",2423,"R",1113
237367, 3,"R",3735,"R",394,"R",2415,"R",926
237367,11,"R",262,"R",67,"R",8,"R",187
237367,12,"R",361,"R",278,"R",54,"R",29
237385, 1,"R",1821,"R",92,"R",601,"R",1128
237385, 2,"R",1821,"R",92,"R",601,"R",1128
237385, 3,"R",1291,"R",50,"R",466,"R",775
237385,11,"R",530,"R",42,"R",135,"R",353
237437, 1,"R",438,"R",131,"R",103,"R",204
237437, 2,"R",438,"R",131,"R",103,"R",204
237437, 3,"R",438,"R",131,"R",103,"R",204
237473, 1,"R",129,"A",,"A",,"R",129
237473, 2,"R",129,"A",,"A",,"R",129
237473, 3,"R",129,"A",,"A",,"R",129
237491, 1,"R",44,"A",,"A",,"R",44
237491, 2,"R",44,"A",,"A",,"R",44
237491, 3,"R",33,"A",,"A",,"R",33
237491,11,"R",11,"A",,"A",,"R",11
237525, 1,"R",15850,"R",3145,"R",5228,"R",7477
237525, 2,"R",10902,"R",2038,"R",4352,"R",4512
237525, 3,"R",8440,"R",1176,"R",4100,"R",3164
237525,11,"R",2462,"R",862,"R",252,"R",1348
237525,12,"R",4948,"R",1107,"R",876,"R",2965
237543, 1,"R",120,"A",,"A",,"R",120
237543, 2,"R",120,"A",,"A",,"R",120
237543, 3,"R",120,"A",,"A",,"R",120
237552, 1,"R",84,"A",,"A",,"R",84
237552, 2,"R",84,"A",,"A",,"R",84
237552, 3,"C",84,"A",,"A",,"C",84
237561, 1,"R",75,"A",,"A",,"R",75
237561, 2,"R",75,"A",,"A",,"R",75
237561, 3,"R",75,"A",,"A",,"R",75
237570, 1,"R",128,"A",,"A",,"R",128
237570, 2,"R",128,"A",,"A",,"R",128
237570, 3,"C",128,"A",,"A",,"C",128
237598, 1,"R",44,"R",0,"R",44,"R",0
237598, 2,"R",44,"R",0,"R",44,"R",0
237598, 3,"R",44,"R",0,"R",44,"R",0
237640, 1,"R",334,"R",26,"R",168,"R",140
237640, 2,"R",318,"R",10,"R",168,"R",140
237640, 3,"R",294,"R",0,"R",167,"R",127
237640,11,"R",24,"R",10,"R",1,"R",13
237640,12,"R",16,"R",16,"R",0,"R",0
237686, 1,"R",3376,"R",356,"R",1438,"R",1582
237686, 2,"R",3376,"R",356,"R",1438,"R",1582
237686, 3,"R",2225,"R",356,"R",1435,"R",434
237686,11,"R",1151,"R",0,"R",3,"R",1148
237701, 1,"R",1514,"R",187,"R",311,"R",1016
237701, 2,"R",1514,"R",187,"R",311,"R",1016
237701, 3,"R",1220,"R",141,"R",292,"R",787
237701,11,"R",294,"R",46,"R",19,"R",229
237729, 1,"R",205,"A",,"A",,"R",205
237729, 2,"R",205,"A",,"A",,"R",205
237729, 3,"R",205,"A",,"A",,"R",205
237783, 1,"R",1481,"R",734,"R",747,"R",0
237783, 2,"R",1163,"R",629,"R",534,"R",0
237783, 3,"R",1154,"R",629,"R",525,"R",0
