UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
100654, 1,"R",6560,"R",192,"R",2901,"R",3467
100654, 2,"R",5479,"R",133,"R",2341,"R",3005
100654, 3,"R",5472,"R",131,"R",2340,"R",3001
100654,11,"R",7,"R",2,"R",1,"R",4
100654,12,"R",1081,"R",59,"R",560,"R",462
100663, 1,"R",25843,"R",7308,"R",12131,"R",6404
100663, 2,"R",15803,"R",3113,"R",9867,"R",2823
100663, 3,"R",14966,"R",2731,"R",9700,"R",2535
100663,11,"R",837,"R",382,"R",167,"R",288
100663,12,"R",10040,"R",4195,"R",2264,"R",3581
100690, 1,"R",1079,"R",1079,"A",,"A",
100690, 2,"R",472,"R",472,"A",,"A",
100690, 3,"R",472,"R",472,"A",,"A",
100690,12,"R",607,"R",607,"A",,"A",
100706, 1,"R",11312,"R",907,"R",4889,"R",5516
100706, 2,"R",8898,"R",319,"R",4131,"R",4448
100706, 3,"R",8484,"R",277,"R",4078,"R",4129
100706,11,"R",414,"R",42,"R",53,"R",319
100706,12,"R",2414,"R",588,"R",758,"R",1068
100724, 1,"R",4640,"R",93,"R",2468,"R",2079
100724, 2,"R",4127,"R",44,"R",2225,"R",1858
100724, 3,"R",4121,"R",44,"R",2225,"R",1852
100724,11,"R",6,"R",0,"R",0,"R",6
100724,12,"R",513,"R",49,"R",243,"R",221
100751, 1,"R",42096,"R",5817,"R",1157,"R",35122
100751, 2,"R",35872,"R",3898,"R",600,"R",31374
100751, 3,"R",34312,"R",2858,"R",482,"R",30972
100751,11,"R",1560,"R",1040,"R",118,"R",402
100751,12,"R",6224,"R",1919,"R",557,"R",3748
100760, 1,"R",2325,"R",503,"R",1122,"R",700
100760, 2,"R",2325,"R",503,"R",1122,"R",700
100760, 3,"R",1469,"R",259,"R",973,"R",237
100760,11,"R",856,"R",244,"R",149,"R",463
100812, 1,"R",3878,"R",1852,"R",1720,"R",306
100812, 2,"R",3661,"R",1637,"R",1720,"R",304
100812, 3,"R",3411,"R",1406,"R",1714,"R",291
100812,11,"R",250,"R",231,"R",6,"R",13
100812,12,"R",217,"R",215,"R",0,"R",2
100830, 1,"R",6199,"R",877,"R",3557,"R",1765
100830, 2,"R",5274,"R",541,"R",3122,"R",1611
100830, 3,"R",4938,"R",402,"R",3069,"R",1467
100830,11,"R",336,"R",139,"R",53,"R",144
100830,12,"R",925,"R",336,"R",435,"R",154
100858, 1,"R",32840,"R",2588,"R",6916,"R",23336
100858, 2,"R",26235,"R",891,"R",6461,"R",18883
100858, 3,"R",25687,"R",885,"R",6440,"R",18362
100858,11,"R",548,"R",6,"R",21,"R",521
100858,12,"R",6605,"R",1697,"R",455,"R",4453
100937, 1,"R",1237,"R",4,"R",219,"R",1014
100937, 2,"R",1237,"R",4,"R",219,"R",1014
100937, 3,"R",1230,"R",3,"R",218,"R",1009
100937,11,"R",7,"R",1,"R",1,"R",5
101028, 1,"R",2075,"R",283,"R",1033,"R",759
101028, 2,"R",2075,"R",283,"R",1033,"R",759
101028, 3,"R",1801,"R",215,"R",935,"R",651
101028,11,"R",274,"R",68,"R",98,"R",108
101116, 1,"R",594,"R",133,"R",269,"R",192
101116, 2,"R",487,"R",99,"R",220,"R",168
101116, 3,"R",486,"R",98,"R",220,"R",168
101116,11,"R",1,"R",1,"Z",0,"R",0
101116,12,"R",107,"R",34,"R",49,"R",24
101143, 1,"R",2525,"R",546,"R",1041,"R",938
101143, 2,"R",2525,"R",546,"R",1041,"R",938
101143, 3,"R",1706,"R",265,"R",847,"R",594
101143,11,"R",819,"R",281,"R",194,"R",344
101161, 1,"R",9883,"R",2235,"R",4512,"R",3136
101161, 2,"R",9883,"R",2235,"R",4512,"R",3136
101161, 3,"R",7061,"R",1536,"R",4294,"R",1231
101161,11,"R",2822,"R",699,"R",218,"R",1905
101189, 1,"R",3770,"R",1276,"R",750,"R",1744
101189, 2,"R",2645,"R",816,"R",541,"R",1288
101189, 3,"R",2363,"R",816,"R",539,"R",1008
101189,11,"R",282,"R",0,"R",2,"R",280
101189,12,"R",1125,"R",460,"R",209,"R",456
101240, 1,"R",6108,"R",1342,"R",2835,"R",1931
101240, 2,"R",6108,"R",1342,"R",2835,"R",1931
101240, 3,"R",5129,"R",932,"R",2671,"R",1526
101240,11,"R",979,"R",410,"R",164,"R",405
101277, 1,"R",127,"A",,"A",,"R",127
101277, 2,"R",127,"A",,"A",,"R",127
101277, 3,"C",127,"A",,"A",,"C",127
101286, 1,"R",5785,"R",1027,"R",2878,"R",1880
101286, 2,"R",5785,"R",1027,"R",2878,"R",1880
101286, 3,"R",4695,"R",731,"R",2649,"R",1315
101286,11,"R",1090,"R",296,"R",229,"R",565
101295, 1,"R",6944,"R",1157,"R",3139,"R",2648
101295, 2,"R",6944,"R",1157,"R",3139,"R",2648
101295, 3,"R",6073,"R",886,"R",2934,"R",2253
101295,11,"R",871,"R",271,"R",205,"R",395
101301, 1,"R",2239,"R",787,"R",840,"R",612
101301, 2,"R",2239,"R",787,"R",840,"R",612
101301, 3,"R",1437,"R",374,"R",733,"R",330
101301,11,"R",802,"R",413,"R",107,"R",282
101365, 1,"R",1152,"R",434,"R",254,"R",464
101365, 2,"R",1129,"R",411,"R",254,"R",464
101365, 3,"R",1117,"R",403,"R",250,"R",464
101365,11,"R",12,"R",8,"R",4,"R",0
101365,12,"R",23,"R",23,"Z",0,"R",0
101435, 1,"R",1109,"R",0,"R",208,"R",901
101435, 2,"R",1109,"R",0,"R",208,"R",901
101435, 3,"R",1104,"R",0,"R",208,"R",896
101435,11,"R",5,"R",0,"R",0,"R",5
101453, 1,"R",131,"R",82,"R",42,"R",7
101453, 2,"R",85,"R",51,"R",29,"R",5
101453, 3,"R",80,"R",46,"R",29,"R",5
101453,11,"R",5,"R",5,"R",0,"R",0
101453,12,"R",46,"R",31,"R",13,"R",2
101462, 1,"R",1225,"R",92,"R",568,"R",565
101462, 2,"R",1225,"R",92,"R",568,"R",565
101462, 3,"R",945,"R",71,"R",539,"R",335
101462,11,"R",280,"R",21,"R",29,"R",230
101471, 1,"R",758,"A",,"A",,"R",758
101471, 2,"R",758,"A",,"A",,"R",758
101471, 3,"R",758,"A",,"A",,"R",758
101480, 1,"R",10561,"R",2642,"R",6178,"R",1741
101480, 2,"R",8916,"R",1424,"R",5810,"R",1682
101480, 3,"R",7335,"R",930,"R",5608,"R",797
101480,11,"R",1581,"R",494,"R",202,"R",885
101480,12,"R",1645,"R",1218,"R",368,"R",59
101505, 1,"R",12361,"R",3831,"R",4193,"R",4337
101505, 2,"R",12361,"R",3831,"R",4193,"R",4337
101505, 3,"R",8541,"R",1993,"R",3909,"R",2639
101505,11,"R",3820,"R",1838,"R",284,"R",1698
101514, 1,"R",13627,"R",4302,"R",5010,"R",4315
101514, 2,"R",13627,"R",4302,"R",5010,"R",4315
101514, 3,"R",9778,"R",2134,"R",4592,"R",3052
101514,11,"R",3849,"R",2168,"R",418,"R",1263
101541, 1,"R",310,"R",72,"R",47,"R",191
101541, 2,"R",310,"R",72,"R",47,"R",191
101541, 3,"R",299,"R",65,"R",47,"R",187
101541,11,"R",11,"R",7,"R",0,"R",4
101569, 1,"R",4697,"R",872,"R",1776,"R",2049
101569, 2,"R",4697,"R",872,"R",1776,"R",2049
101569, 3,"R",3943,"R",478,"R",1694,"R",1771
101569,11,"R",754,"R",394,"R",82,"R",278
101587, 1,"R",8506,"R",6607,"R",971,"R",928
101587, 2,"R",2825,"R",1146,"R",886,"R",793
101587, 3,"R",2796,"R",1143,"R",886,"R",767
101587,11,"R",29,"R",3,"R",0,"R",26
101587,12,"R",5681,"R",5461,"R",85,"R",135
101602, 1,"R",2286,"R",363,"R",1212,"R",711
101602, 2,"R",2286,"R",363,"R",1212,"R",711
101602, 3,"R",1471,"R",136,"R",1027,"R",308
101602,11,"R",815,"R",227,"R",185,"R",403
101648, 1,"R",442,"R",0,"R",136,"R",306
101648, 2,"R",442,"R",0,"R",136,"R",306
101648, 3,"R",438,"R",0,"R",133,"R",305
101648,11,"R",4,"R",0,"R",3,"R",1
101675, 1,"R",1677,"R",94,"R",100,"R",1483
101675, 2,"R",1677,"R",94,"R",100,"R",1483
101675, 3,"R",1665,"R",94,"R",100,"R",1471
101675,11,"R",12,"R",0,"R",0,"R",12
101693, 1,"R",2397,"R",195,"R",457,"R",1745
101693, 2,"R",2143,"R",132,"R",340,"R",1671
101693, 3,"R",1435,"R",132,"R",320,"R",983
101693,11,"R",708,"R",0,"R",20,"R",688
101693,12,"R",254,"R",63,"R",117,"R",74
101709, 1,"R",2829,"R",202,"R",2356,"R",271
101709, 2,"R",2419,"R",112,"R",2077,"R",230
101709, 3,"R",2411,"R",112,"R",2071,"R",228
101709,11,"R",8,"R",0,"R",6,"R",2
101709,12,"R",410,"R",90,"R",279,"R",41
101736, 1,"R",4639,"R",586,"R",1559,"R",2494
101736, 2,"R",4639,"R",586,"R",1559,"R",2494
101736, 3,"R",3213,"R",341,"R",1445,"R",1427
101736,11,"R",1426,"R",245,"R",114,"R",1067
101879, 1,"R",9185,"R",2929,"R",4648,"R",1608
101879, 2,"R",7132,"R",1254,"R",4411,"R",1467
101879, 3,"R",6129,"R",557,"R",4376,"R",1196
101879,11,"R",1003,"R",697,"R",35,"R",271
101879,12,"R",2053,"R",1675,"R",237,"R",141
101897, 1,"R",3975,"R",761,"R",2098,"R",1116
101897, 2,"R",3975,"R",761,"R",2098,"R",1116
101897, 3,"R",2504,"R",319,"R",1551,"R",634
101897,11,"R",1471,"R",442,"R",547,"R",482
101912, 1,"R",1662,"R",150,"R",265,"R",1247
101912, 2,"R",1587,"R",108,"R",261,"R",1218
101912, 3,"R",1550,"R",107,"R",255,"R",1188
101912,11,"R",37,"R",1,"R",6,"R",30
101912,12,"R",75,"R",42,"R",4,"R",29
101994, 1,"R",636,"A",,"A",,"R",636
101994, 2,"R",636,"A",,"A",,"R",636
101994, 3,"R",445,"A",,"A",,"R",445
101994,11,"R",191,"A",,"A",,"R",191
102030, 1,"R",4242,"R",507,"R",1857,"R",1878
102030, 2,"R",4242,"R",507,"R",1857,"R",1878
102030, 3,"R",3136,"R",382,"R",1827,"R",927
102030,11,"R",1106,"R",125,"R",30,"R",951
102049, 1,"R",6127,"R",627,"R",3144,"R",2356
102049, 2,"R",3687,"R",38,"R",1883,"R",1766
102049, 3,"R",3669,"R",33,"R",1880,"R",1756
102049,11,"R",18,"R",5,"R",3,"R",10
102049,12,"R",2440,"R",589,"R",1261,"R",590
102067, 1,"R",6224,"R",1897,"R",2323,"R",2004
102067, 2,"R",6224,"R",1897,"R",2323,"R",2004
102067, 3,"R",4561,"R",747,"R",2144,"R",1670
102067,11,"R",1663,"R",1150,"R",179,"R",334
102076, 1,"R",4231,"R",2559,"R",1320,"R",352
102076, 2,"R",4231,"R",2559,"R",1320,"R",352
102076, 3,"R",2193,"R",722,"R",1222,"R",249
102076,11,"R",2038,"R",1837,"R",98,"R",103
102094, 1,"R",16398,"R",4642,"R",3834,"R",7922
102094, 2,"R",10544,"R",481,"R",3616,"R",6447
102094, 3,"R",10174,"R",431,"R",3598,"R",6145
102094,11,"R",370,"R",50,"R",18,"R",302
102094,12,"R",5854,"R",4161,"R",218,"R",1475
102234, 1,"R",1425,"R",152,"R",546,"R",727
102234, 2,"R",1252,"R",48,"R",509,"R",695
102234, 3,"R",1228,"R",42,"R",508,"R",678
102234,11,"R",24,"R",6,"R",1,"R",17
102234,12,"R",173,"R",104,"R",37,"R",32
102270, 1,"R",972,"R",78,"R",518,"R",376
102270, 2,"R",972,"R",78,"R",518,"R",376
102270, 3,"R",926,"R",72,"R",498,"R",356
102270,11,"R",46,"R",6,"R",20,"R",20
102298, 1,"R",1347,"R",116,"R",1231,"R",0
102298, 2,"R",1333,"R",102,"R",1231,"R",0
102298, 3,"R",1333,"R",102,"R",1231,"R",0
102298,12,"R",14,"R",14,"R",0,"R",0
102313, 1,"R",2630,"R",219,"R",1396,"R",1015
102313, 2,"R",2630,"R",219,"R",1396,"R",1015
102313, 3,"R",2304,"R",200,"R",1369,"R",735
102313,11,"R",326,"R",19,"R",27,"R",280
102368, 1,"R",20854,"R",9752,"R",4846,"R",6256
102368, 2,"R",15838,"R",6647,"R",4264,"R",4927
102368, 3,"R",15172,"R",6103,"R",4246,"R",4823
102368,11,"R",666,"R",544,"R",18,"R",104
102368,12,"R",5016,"R",3105,"R",582,"R",1329
102377, 1,"R",3195,"R",0,"R",0,"R",3195
102377, 2,"R",2658,"A",,"A",,"R",2658
102377, 3,"R",2658,"A",,"A",,"R",2658
102377,12,"R",537,"R",0,"R",0,"R",537
102395, 1,"R",504,"R",503,"R",0,"R",1
102395, 2,"R",235,"R",234,"R",0,"R",1
102395, 3,"R",214,"R",213,"R",0,"R",1
102395,11,"R",21,"R",21,"R",0,"R",0
102395,12,"R",269,"R",269,"R",0,"R",0
102429, 1,"R",5122,"R",869,"R",1998,"R",2255
102429, 2,"R",5122,"R",869,"R",1998,"R",2255
102429, 3,"R",3480,"R",515,"R",1732,"R",1233
102429,11,"R",1642,"R",354,"R",266,"R",1022
102553, 1,"R",20526,"R",6137,"R",8311,"R",6078
102553, 2,"R",19632,"R",5681,"R",8093,"R",5858
102553, 3,"R",11126,"R",1991,"R",6633,"R",2502
102553,11,"R",8506,"R",3690,"R",1460,"R",3356
102553,12,"R",894,"R",456,"R",218,"R",220
102580, 1,"R",49,"R",0,"R",1,"R",48
102580, 2,"R",49,"R",0,"R",1,"R",48
102580, 3,"R",37,"R",0,"R",1,"R",36
102580,11,"R",12,"R",0,"R",0,"R",12
102614, 1,"R",11413,"R",4589,"R",3415,"R",3409
102614, 2,"R",10220,"R",3899,"R",3035,"R",3286
102614, 3,"R",5518,"R",1850,"R",2631,"R",1037
102614,11,"R",4702,"R",2049,"R",404,"R",2249
102614,12,"R",1193,"R",690,"R",380,"R",123
102632, 1,"R",3779,"R",1707,"R",648,"R",1424
102632, 2,"R",3391,"R",1425,"R",573,"R",1393
102632, 3,"R",1468,"R",700,"R",450,"R",318
102632,11,"R",1923,"R",725,"R",123,"R",1075
102632,12,"R",388,"R",282,"R",75,"R",31
102669, 1,"R",636,"R",79,"R",250,"R",307
102669, 2,"R",402,"R",69,"R",180,"R",153
102669, 3,"R",365,"R",66,"R",170,"R",129
102669,11,"R",37,"R",3,"R",10,"R",24
102669,12,"R",234,"R",10,"R",70,"R",154
102711, 1,"R",1129,"A",,"A",,"R",1129
102711, 2,"R",1129,"A",,"A",,"R",1129
102711, 3,"R",1129,"A",,"A",,"R",1129
102845, 1,"R",3765,"R",877,"R",2650,"R",238
102845, 2,"R",3765,"R",877,"R",2650,"R",238
102845, 3,"R",3765,"R",877,"R",2650,"R",238
103501, 1,"R",594,"A",,"A",,"R",594
103501, 2,"R",594,"A",,"A",,"R",594
103501, 3,"R",594,"A",,"A",,"R",594
103741, 1,"R",171,"A",,"A",,"R",171
103741, 2,"R",171,"A",,"A",,"R",171
103741, 3,"C",171,"A",,"A",,"C",171
103893, 1,"R",1228,"R",94,"R",581,"R",553
103893, 2,"R",1228,"R",94,"R",581,"R",553
103893, 3,"R",1228,"R",94,"R",581,"R",553
103909, 1,"R",781,"R",0,"R",372,"R",409
103909, 2,"R",781,"R",0,"R",372,"R",409
103909, 3,"R",781,"R",0,"R",372,"R",409
103927, 1,"R",484,"R",0,"R",279,"R",205
103927, 2,"R",484,"R",0,"R",279,"R",205
103927, 3,"R",484,"R",0,"R",279,"R",205
103945, 1,"R",37,"R",0,"R",37,"R",0
103945, 2,"R",37,"R",0,"R",37,"R",0
103945, 3,"R",37,"R",0,"R",37,"R",0
103954, 1,"R",63,"A",,"A",,"R",63
103954, 2,"R",63,"A",,"A",,"R",63
103954, 3,"C",63,"A",,"A",,"C",63
103963, 1,"R",825,"A",,"A",,"R",825
103963, 2,"R",825,"A",,"A",,"R",825
103963, 3,"C",825,"A",,"A",,"C",825
104090, 1,"R",2206,"R",717,"R",1170,"R",319
104090, 2,"R",2168,"R",680,"R",1170,"R",318
104090, 3,"R",2159,"R",680,"R",1170,"R",309
104090,11,"R",9,"R",0,"R",0,"R",9
104090,12,"R",38,"R",37,"R",0,"R",1
104151, 1,"R",82880,"R",5020,"R",55211,"R",22649
104151, 2,"R",69024,"R",4220,"R",50498,"R",14306
104151, 3,"R",68037,"R",3764,"R",50310,"R",13963
104151,11,"R",987,"R",456,"R",188,"R",343
104151,12,"R",13856,"R",800,"R",4713,"R",8343
104160, 1,"R",11646,"R",2154,"R",4187,"R",5305
104160, 2,"R",11646,"R",2154,"R",4187,"R",5305
104160, 3,"R",9475,"R",1735,"R",3651,"R",4089
104160,11,"R",2171,"R",419,"R",536,"R",1216
104179, 1,"R",49966,"R",7655,"R",24969,"R",17342
104179, 2,"R",38556,"R",4368,"R",23208,"R",10980
104179, 3,"R",36871,"R",3996,"R",23134,"R",9741
104179,11,"R",1685,"R",372,"R",74,"R",1239
104179,12,"R",11410,"R",3287,"R",1761,"R",6362
104188, 1,"R",109,"R",0,"R",20,"R",89
104188, 2,"R",108,"Z",0,"R",20,"R",88
104188, 3,"R",108,"Z",0,"R",20,"R",88
104188,12,"R",1,"A",,"A",,"R",1
104346, 1,"R",8093,"R",1200,"R",5076,"R",1817
104346, 2,"R",8093,"R",1200,"R",5076,"R",1817
104346, 3,"R",8082,"R",1200,"R",5072,"R",1810
104346,11,"R",11,"R",0,"R",4,"R",7
104391, 1,"R",79,"A",,"A",,"R",79
104391, 2,"R",79,"A",,"A",,"R",79
104391, 3,"C",79,"A",,"A",,"C",79
104425, 1,"R",9320,"R",1660,"R",2013,"R",5647
104425, 2,"R",9320,"R",1660,"R",2013,"R",5647
104425, 3,"R",8636,"R",1537,"R",1876,"R",5223
104425,11,"R",684,"R",123,"R",137,"R",424
104434, 1,"R",37,"A",,"A",,"R",37
104434, 2,"R",37,"A",,"A",,"R",37
104434, 3,"C",37,"A",,"A",,"C",37
104443, 1,"R",85,"A",,"A",,"R",85
104443, 2,"R",85,"A",,"A",,"R",85
104443, 3,"C",85,"A",,"A",,"C",85
104568, 1,"R",527,"R",0,"R",307,"R",220
104568, 2,"R",527,"R",0,"R",307,"R",220
104568, 3,"C",527,"C",0,"C",307,"C",220
104577, 1,"R",7972,"R",675,"R",848,"R",6449
104577, 2,"R",7972,"R",675,"R",848,"R",6449
104577, 3,"R",6075,"R",611,"R",809,"R",4655
104577,11,"R",1897,"R",64,"R",39,"R",1794
104586, 1,"R",3114,"R",19,"R",775,"R",2320
104586, 2,"R",3056,"R",19,"R",771,"R",2266
104586, 3,"R",3040,"R",18,"R",771,"R",2251
104586,11,"R",16,"R",1,"R",0,"R",15
104586,12,"R",58,"R",0,"R",4,"R",54
104665, 1,"R",26,"Z",0,"R",10,"R",16
104665,12,"R",26,"Z",0,"R",10,"R",16
104708, 1,"R",25913,"R",4210,"R",7519,"R",14184
104708, 2,"R",25913,"R",4210,"R",7519,"R",14184
104708, 3,"R",18015,"R",2093,"R",6659,"R",9263
104708,11,"R",7898,"R",2117,"R",860,"R",4921
104717, 1,"R",150585,"R",125724,"R",18081,"R",6780
104717, 2,"R",89788,"R",69563,"R",14808,"R",5417
104717, 3,"R",85981,"R",66472,"R",14712,"R",4797
104717,11,"R",3807,"R",3091,"R",96,"R",620
104717,12,"R",60797,"R",56161,"R",3273,"R",1363
105145, 1,"R",7776,"R",1245,"R",2045,"R",4486
105145, 2,"R",7776,"R",1245,"R",2045,"R",4486
105145, 3,"R",5604,"R",537,"R",1801,"R",3266
105145,11,"R",2172,"R",708,"R",244,"R",1220
105154, 1,"R",30236,"R",7512,"R",8967,"R",13757
105154, 2,"R",30236,"R",7512,"R",8967,"R",13757
105154, 3,"R",20874,"R",4068,"R",7925,"R",8881
105154,11,"R",9362,"R",3444,"R",1042,"R",4876
105206, 1,"R",5682,"R",1150,"R",2100,"R",2432
105206, 2,"R",5682,"R",1150,"R",2100,"R",2432
105206, 3,"R",3454,"R",945,"R",1732,"R",777
105206,11,"R",2228,"R",205,"R",368,"R",1655
105215, 1,"R",1385,"A",,"A",,"R",1385
105215, 2,"R",1385,"A",,"A",,"R",1385
105215, 3,"C",1385,"A",,"A",,"C",1385
105297, 1,"R",1820,"R",311,"R",1003,"R",506
105297, 2,"R",1820,"R",311,"R",1003,"R",506
105297, 3,"R",1682,"R",275,"R",992,"R",415
105297,11,"R",138,"R",36,"R",11,"R",91
105330, 1,"R",34290,"R",8035,"R",14180,"R",12075
105330, 2,"R",29070,"R",5603,"R",13183,"R",10284
105330, 3,"R",28518,"R",5159,"R",13168,"R",10191
105330,11,"R",552,"R",444,"R",15,"R",93
105330,12,"R",5220,"R",2432,"R",997,"R",1791
105349, 1,"R",5106,"R",2008,"R",1013,"R",2085
105349, 2,"R",5106,"R",2008,"R",1013,"R",2085
105349, 3,"R",1780,"R",405,"R",649,"R",726
105349,11,"R",3326,"R",1603,"R",364,"R",1359
105367, 1,"R",1437,"R",1027,"R",410,"R",0
105367, 2,"R",576,"R",430,"R",146,"R",0
105367, 3,"R",559,"R",424,"R",135,"R",0
105367,11,"R",17,"R",6,"R",11,"R",0
105367,12,"R",861,"R",597,"R",264,"R",0
105428, 1,"R",16807,"R",4186,"R",5217,"R",7404
105428, 2,"R",16807,"R",4186,"R",5217,"R",7404
105428, 3,"R",11646,"R",2203,"R",4608,"R",4835
105428,11,"R",5161,"R",1983,"R",609,"R",2569
105525, 1,"R",36384,"R",8297,"R",10786,"R",17301
105525, 2,"R",36384,"R",8297,"R",10786,"R",17301
105525, 3,"R",26044,"R",5686,"R",9588,"R",10770
105525,11,"R",10340,"R",2611,"R",1198,"R",6531
105534, 1,"R",3384,"R",1693,"R",64,"R",1627
105534, 2,"R",3384,"R",1693,"R",64,"R",1627
105534, 3,"R",3384,"R",1693,"R",64,"R",1627
105543, 1,"R",1168,"R",0,"R",0,"R",1168
105543, 2,"R",1168,"R",0,"R",0,"R",1168
105543, 3,"R",1168,"R",0,"R",0,"R",1168
105589, 1,"R",1280,"R",893,"Z",0,"R",387
105589, 2,"R",639,"R",261,"Z",0,"R",378
105589, 3,"R",561,"R",190,"Z",0,"R",371
105589,11,"R",78,"R",71,"Z",0,"R",7
105589,12,"R",641,"R",632,"Z",0,"R",9
105659, 1,"R",1536,"R",0,"R",120,"R",1416
105659, 2,"R",1536,"R",0,"R",120,"R",1416
105659, 3,"R",1536,"R",0,"R",120,"R",1416
105668, 1,"R",42086,"R",26629,"R",1782,"R",13675
105668, 2,"R",42086,"R",26629,"R",1782,"R",13675
105668, 3,"R",10662,"R",8737,"R",542,"R",1383
105668,11,"R",31424,"R",17892,"R",1240,"R",12292
105677, 1,"R",46,"A",,"A",,"R",46
105677, 2,"R",46,"A",,"A",,"R",46
105677, 3,"C",46,"A",,"A",,"C",46
105747, 1,"R",13271,"R",2995,"R",3632,"R",6644
105747, 2,"R",13271,"R",2995,"R",3632,"R",6644
105747, 3,"R",7472,"R",1351,"R",3139,"R",2982
105747,11,"R",5799,"R",1644,"R",493,"R",3662
105792, 1,"R",6022,"R",968,"R",1701,"R",3353
105792, 2,"R",6022,"R",968,"R",1701,"R",3353
105792, 3,"R",3869,"R",560,"R",1501,"R",1808
105792,11,"R",2153,"R",408,"R",200,"R",1545
105899, 1,"R",986,"R",160,"Z",0,"R",826
105899, 2,"R",986,"R",160,"Z",0,"R",826
105899, 3,"R",908,"R",128,"Z",0,"R",780
105899,11,"R",78,"R",32,"Z",0,"R",46
106041, 1,"R",2628,"A",,"A",,"R",2628
106041, 2,"R",2628,"A",,"A",,"R",2628
106041, 3,"R",1997,"A",,"A",,"R",1997
106041,11,"R",631,"A",,"A",,"R",631
106111, 1,"R",124,"A",,"A",,"R",124
106111, 2,"R",124,"A",,"A",,"R",124
106111, 3,"C",124,"A",,"A",,"C",124
106148, 1,"R",10086,"R",2414,"R",2757,"R",4915
106148, 2,"R",10086,"R",2414,"R",2757,"R",4915
106148, 3,"R",5933,"R",1980,"R",2375,"R",1578
106148,11,"R",4153,"R",434,"R",382,"R",3337
106245, 1,"R",11826,"R",3894,"R",3039,"R",4893
106245, 2,"R",8803,"R",2737,"R",2662,"R",3404
106245, 3,"R",7197,"R",2486,"R",2635,"R",2076
106245,11,"R",1606,"R",251,"R",27,"R",1328
106245,12,"R",3023,"R",1157,"R",377,"R",1489
106263, 1,"R",3015,"R",567,"R",1539,"R",909
106263, 2,"R",703,"R",232,"R",173,"R",298
106263, 3,"R",672,"R",204,"R",170,"R",298
106263,11,"R",31,"R",28,"R",3,"R",0
106263,12,"R",2312,"R",335,"R",1366,"R",611
106306, 1,"R",747,"A",,"A",,"R",747
106306, 2,"R",747,"A",,"A",,"R",747
106306, 3,"R",747,"A",,"A",,"R",747
106315, 1,"R",213,"A",,"A",,"R",213
106315, 2,"R",213,"A",,"A",,"R",213
106315, 3,"C",213,"A",,"A",,"C",213
106324, 1,"R",35,"A",,"A",,"R",35
106324, 2,"R",35,"A",,"A",,"R",35
106324, 3,"C",35,"A",,"A",,"C",35
106342, 1,"R",708,"A",,"A",,"R",708
106342, 2,"R",708,"A",,"A",,"R",708
106342, 3,"R",684,"A",,"A",,"R",684
106342,11,"R",24,"A",,"A",,"R",24
106351, 1,"R",93,"A",,"A",,"R",93
106351, 2,"R",93,"A",,"A",,"R",93
106351, 3,"C",93,"A",,"A",,"C",93
106360, 1,"R",44,"A",,"A",,"R",44
106360, 2,"R",44,"A",,"A",,"R",44
106360, 3,"C",44,"A",,"A",,"C",44
106397, 1,"R",30137,"R",3696,"R",14010,"R",12431
106397, 2,"R",24838,"R",1574,"R",12203,"R",11061
106397, 3,"R",24184,"R",1390,"R",12150,"R",10644
106397,11,"R",654,"R",184,"R",53,"R",417
106397,12,"R",5299,"R",2122,"R",1807,"R",1370
106412, 1,"R",2724,"R",124,"R",2039,"R",561
106412, 2,"R",2561,"R",86,"R",1965,"R",510
106412, 3,"R",2474,"R",73,"R",1959,"R",442
106412,11,"R",87,"R",13,"R",6,"R",68
106412,12,"R",163,"R",38,"R",74,"R",51
106449, 1,"R",4427,"R",885,"R",1683,"R",1859
106449, 2,"R",4427,"R",885,"R",1683,"R",1859
106449, 3,"R",2891,"R",496,"R",1518,"R",877
106449,11,"R",1536,"R",389,"R",165,"R",982
106458, 1,"R",18762,"R",8898,"R",6264,"R",3600
106458, 2,"R",10627,"R",2000,"R",5792,"R",2835
106458, 3,"R",9559,"R",1763,"R",5625,"R",2171
106458,11,"R",1068,"R",237,"R",167,"R",664
106458,12,"R",8135,"R",6898,"R",472,"R",765
106467, 1,"R",13316,"R",3528,"R",5304,"R",4484
106467, 2,"R",12229,"R",2772,"R",5070,"R",4387
106467, 3,"R",8849,"R",1420,"R",4952,"R",2477
106467,11,"R",3380,"R",1352,"R",118,"R",1910
106467,12,"R",1087,"R",756,"R",234,"R",97
106485, 1,"R",3499,"R",646,"R",1783,"R",1070
106485, 2,"R",2969,"R",328,"R",1607,"R",1034
106485, 3,"R",2450,"R",319,"R",1576,"R",555
106485,11,"R",519,"R",9,"R",31,"R",479
106485,12,"R",530,"R",318,"R",176,"R",36
106494, 1,"R",54,"A",,"A",,"R",54
106494, 2,"R",54,"A",,"A",,"R",54
106494, 3,"C",54,"A",,"A",,"C",54
106546, 1,"R",848,"R",0,"R",11,"R",837
106546, 2,"R",848,"R",0,"R",11,"R",837
106546, 3,"R",848,"R",0,"R",11,"R",837
106625, 1,"R",2084,"R",385,"R",818,"R",881
106625, 2,"R",2084,"R",385,"R",818,"R",881
106625, 3,"R",1623,"R",290,"R",711,"R",622
106625,11,"R",461,"R",95,"R",107,"R",259
106704, 1,"R",12333,"R",1743,"R",5596,"R",4994
